Time,,,,,0,1,2,3,4,5,6,7,8
initial perc of infsymp hosp,"2",not isolated,"High-risk","non-vaccinated",0.277277
initial perc of infsymp hosp,"2",not isolated,"Low-risk",vaccinated,0
initial perc of infsymp hosp,"2",not isolated,"Low-risk","non-vaccinated",0.077842
initial perc of presymp severe,"0",In isolation,"High-risk",vaccinated,1
initial perc of presymp severe,"0",In isolation,"High-risk","non-vaccinated",1
initial perc of presymp severe,"0",In isolation,"Low-risk",vaccinated,1
initial perc of presymp severe,"0",In isolation,"Low-risk","non-vaccinated",1
initial perc of presymp severe,"0",not isolated,"High-risk",vaccinated,1
initial perc of presymp severe,"0",not isolated,"High-risk","non-vaccinated",0.325
initial perc of presymp severe,"0",not isolated,"Low-risk",vaccinated,1
initial perc of presymp severe,"0",not isolated,"Low-risk","non-vaccinated",0.1
initial perc of presymp severe,"1",In isolation,"High-risk",vaccinated,1
initial perc of presymp severe,"1",In isolation,"High-risk","non-vaccinated",1
initial perc of presymp severe,"1",In isolation,"Low-risk",vaccinated,1
initial perc of presymp severe,"1",In isolation,"Low-risk","non-vaccinated",1
initial perc of presymp severe,"1",not isolated,"High-risk",vaccinated,1
initial perc of presymp severe,"1",not isolated,"High-risk","non-vaccinated",0.325
initial perc of presymp severe,"1",not isolated,"Low-risk",vaccinated,1
initial perc of presymp severe,"1",not isolated,"Low-risk","non-vaccinated",0.1
initial perc of presymp severe,"2",In isolation,"High-risk",vaccinated,1
initial perc of presymp severe,"2",In isolation,"High-risk","non-vaccinated",1
initial perc of presymp severe,"2",In isolation,"Low-risk",vaccinated,1
initial perc of presymp severe,"2",In isolation,"Low-risk","non-vaccinated",1
initial perc of presymp severe,"2",not isolated,"High-risk",vaccinated,1
initial perc of presymp severe,"2",not isolated,"High-risk","non-vaccinated",0.235
initial perc of presymp severe,"2",not isolated,"Low-risk",vaccinated,1
initial perc of presymp severe,"2",not isolated,"Low-risk","non-vaccinated",0.1
Initial severe infectious symptomatic,"0",In isolation,"High-risk",vaccinated,0
Initial severe infectious symptomatic,"0",In isolation,"High-risk","non-vaccinated",0
Initial severe infectious symptomatic,"0",In isolation,"Low-risk",vaccinated,0
Initial severe infectious symptomatic,"0",In isolation,"Low-risk","non-vaccinated",0
Initial severe infectious symptomatic,"0",not isolated,"High-risk",vaccinated,0
Initial severe infectious symptomatic,"0",not isolated,"High-risk","non-vaccinated",0
Initial severe infectious symptomatic,"0",not isolated,"Low-risk",vaccinated,0
Initial severe infectious symptomatic,"0",not isolated,"Low-risk","non-vaccinated",0
Initial severe infectious symptomatic,"1",In isolation,"High-risk",vaccinated,0
Initial severe infectious symptomatic,"1",In isolation,"High-risk","non-vaccinated",0
Initial severe infectious symptomatic,"1",In isolation,"Low-risk",vaccinated,0
Initial severe infectious symptomatic,"1",In isolation,"Low-risk","non-vaccinated",0
Initial severe infectious symptomatic,"1",not isolated,"High-risk",vaccinated,0
Initial severe infectious symptomatic,"1",not isolated,"High-risk","non-vaccinated",0
Initial severe infectious symptomatic,"1",not isolated,"Low-risk",vaccinated,0
Initial severe infectious symptomatic,"1",not isolated,"Low-risk","non-vaccinated",0
Initial severe infectious symptomatic,"2",In isolation,"High-risk",vaccinated,0
Initial severe infectious symptomatic,"2",In isolation,"High-risk","non-vaccinated",0
Initial severe infectious symptomatic,"2",In isolation,"Low-risk",vaccinated,0
Initial severe infectious symptomatic,"2",In isolation,"Low-risk","non-vaccinated",0
Initial severe infectious symptomatic,"2",not isolated,"High-risk",vaccinated,0
Initial severe infectious symptomatic,"2",not isolated,"High-risk","non-vaccinated",0
Initial severe infectious symptomatic,"2",not isolated,"Low-risk",vaccinated,0
Initial severe infectious symptomatic,"2",not isolated,"Low-risk","non-vaccinated",0
Initial Susceptible,"0","High-risk",vaccinated,,0
Initial Susceptible,"0","High-risk","non-vaccinated",,170
Initial Susceptible,"0","Low-risk",vaccinated,,0
Initial Susceptible,"0","Low-risk","non-vaccinated",,4086
Initial Susceptible,"1","High-risk",vaccinated,,0
Initial Susceptible,"1","High-risk","non-vaccinated",,530
Initial Susceptible,"1","Low-risk",vaccinated,,0
Initial Susceptible,"1","Low-risk","non-vaccinated",,12722
Initial Susceptible,"2","High-risk",vaccinated,,0
Initial Susceptible,"2","High-risk","non-vaccinated",,107
Initial Susceptible,"2","Low-risk",vaccinated,,0
Initial Susceptible,"2","Low-risk","non-vaccinated",,2256
INITIAL TIME,,,,,0
"initial tot-days-hospcrit",,,,,0
"initial tot-days-infectious",,,,,0
"Initial tot-n-exposed",,,,,0
"initial tot-n-hospcrit",,,,,0
"initial tot-n-infectious",,,,,0
Initial week E,,,,,0
"initial-max-incidence",,,,,0
"initial-max-prevalence-all",,,,,0
"intervention-duration",,,,,1
Interventions already finished,,,,,0
Interventions finished,,,,,0,0,0,0,0,0,0,0,0
"isolate-inform?",,,,,0
"isolation-efficacy",,,,,0.89
Lose immunity,"0","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Lose immunity,"0","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
Lose immunity,"0","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Lose immunity,"0","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
Lose immunity,"1","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Lose immunity,"1","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
Lose immunity,"1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Lose immunity,"1","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
Lose immunity,"2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Lose immunity,"2","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
Lose immunity,"2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Lose immunity,"2","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
lost immunity,"0","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
lost immunity,"0","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
lost immunity,"0","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
lost immunity,"0","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
lost immunity,"1","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
lost immunity,"1","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
lost immunity,"1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
lost immunity,"1","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
lost immunity,"2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
lost immunity,"2","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
lost immunity,"2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
lost immunity,"2","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
"low-risk-needed","High-risk",,,,0
"low-risk-needed","Low-risk",,,,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875
"max-incidence",,,,,2.31965E-05,2.47008E-05,2.65343E-05,2.9126E-05,3.27536E-05,3.75376E-05,4.35167E-05,5.07188E-05,5.92068E-05
"max-presymptomatic",,,,,3
"max-prevalence-all",,,,,0.000100634,0.000118646,0.000138319,0.000160198,0.000185114,0.000214035,0.00024796,0.000287879,0.0003348
Mild infectious symptomatic,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"0",not isolated,"High-risk","non-vaccinated",0,3.45085E-07,1.77245E-05,0.000124583,0.000417567,0.000963548,0.00178771,0.00288645,0.00424465
Mild infectious symptomatic,"0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"0",not isolated,"Low-risk","non-vaccinated",0,9.93716E-06,0.000510398,0.00358752,0.0120243,0.0277466,0.0514792,0.0831188,0.12223
Mild infectious symptomatic,"1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"1",not isolated,"High-risk","non-vaccinated",0,1.07585E-06,5.52586E-05,0.000388406,0.00130183,0.003004,0.00557343,0.00899892,0.0132333
Mild infectious symptomatic,"1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"1",not isolated,"Low-risk","non-vaccinated",1,0.903175,0.864047,0.847622,0.84424,0.855097,0.881639,0.924803,0.985604
Mild infectious symptomatic,"2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"2",not isolated,"High-risk","non-vaccinated",0,2.17201E-07,1.1156E-05,7.8414E-05,0.000262821,0.000606469,0.0011252,0.00181676,0.00267163
Mild infectious symptomatic,"2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Mild infectious symptomatic,"2",not isolated,"Low-risk","non-vaccinated",0,5.4866E-06,0.000281805,0.00198078,0.00663899,0.0153197,0.0284232,0.0458923,0.0674867
"mild-asymptomatic",,,,,0.45
minimal simulation time,,,,,7
Mix R0,,,,,0,3.48232,3.48194,3.48129,3.48054,3.4798,3.47915,3.4786,3.47814
move reduction impact,,,,,0.03,0.039,0.048,0.057,0.066,0.075,0.084,0.093,0.102
move reduction impact constant,,,,,0.009
"move-long-impact",,,,,3.66667,3.66667,3.66667,3.66667,3.66667,3.66667,3.66667,3.66667,3.66667
"move-reduction-long",,,,,0.5
"move-reduction-short",,,,,0.5
"move-short-impact",,,,,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
movement impact ratio,,,,,0.55
"new-D",,,,,0,1.40067E-06,2.9811E-05,0.00012475,0.000295382,0.000538709,0.000856404,0.00125534,0.00174387
"new-I",,,,,0.181162,0.186155,0.209741,0.250526,0.302035,0.359849,0.422812,0.492205,0.570608
"new-R",,,,,0.117647,0.117353,0.116459,0.116333,0.118362,0.123557,0.132704,0.146422,0.165171
non isolated in hospital,"0","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
non isolated in hospital,"0","High-risk","non-vaccinated",,0,3.81533E-12,2.11335E-09,5.54173E-08,4.51032E-07,1.99183E-06,6.07229E-06,1.44839E-05,2.90839E-05
non isolated in hospital,"0","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
non isolated in hospital,"0","Low-risk","non-vaccinated",,0,2.29256E-11,1.26988E-08,3.32993E-07,2.71017E-06,1.19685E-05,3.64873E-05,8.70311E-05,0.00017476
non isolated in hospital,"1","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
non isolated in hospital,"1","High-risk","non-vaccinated",,0,1.18948E-11,6.58868E-09,1.72772E-07,1.40616E-06,6.20982E-06,1.89312E-05,4.51556E-05,9.06733E-05
non isolated in hospital,"1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
non isolated in hospital,"1","Low-risk","non-vaccinated",,0,2.34481E-07,1.1629E-05,7.89311E-05,0.000256075,0.000573925,0.0010378,0.00163766,0.00235799
non isolated in hospital,"2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
non isolated in hospital,"2","High-risk","non-vaccinated",,0,2.40141E-12,1.33017E-09,3.48803E-08,2.83885E-07,1.25368E-06,3.82197E-06,9.11632E-06,1.83057E-05
non isolated in hospital,"2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
non isolated in hospital,"2","Low-risk","non-vaccinated",,0,1.26579E-11,7.01135E-09,1.83855E-07,1.49637E-06,6.60819E-06,2.01457E-05,4.80524E-05,9.64901E-05
"non-iso population","0","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
"non-iso population","0","High-risk","non-vaccinated",,170,170,170,170,170,170,170,170,170
"non-iso population","0","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
"non-iso population","0","Low-risk","non-vaccinated",,4086,4086,4086,4086,4086,4086,4086,4086,4086
"non-iso population","1","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
"non-iso population","1","High-risk","non-vaccinated",,530,530,530,530,530,530,530,530,529.999
"non-iso population","1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
"non-iso population","1","Low-risk","non-vaccinated",,12724,12724,12724,12724,12724,12724,12724,12724,12724
"non-iso population","2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
"non-iso population","2","High-risk","non-vaccinated",,107,107,107,107,107,107,107,107,107
"non-iso population","2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
"non-iso population","2","Low-risk","non-vaccinated",,2256,2256,2256,2256,2256,2256,2256,2256,2256
Normal decrease week E,,,,,0,0,0,0,0,0,0,0.461007,0.490904
"Overall IFR%",,,,,2.4435,2.4435,2.4435,2.4435,2.4435,2.4435,2.4435,2.4435,2.4435
People dying,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People dying,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People dying,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying,"0",not isolated,"High-risk","non-vaccinated",0,3.65207E-11,8.76757E-09,1.4178E-07,8.19082E-07,2.77964E-06,6.86841E-06,1.38198E-05,2.41719E-05
People dying,"0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying,"0",not isolated,"Low-risk","non-vaccinated",0,2.19446E-10,5.26828E-08,8.51933E-07,4.92172E-06,1.67024E-05,4.12711E-05,8.30404E-05,0.000145245
People dying,"1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying,"1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People dying,"1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying,"1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People dying,"1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying,"1",not isolated,"High-risk","non-vaccinated",0,1.13859E-10,2.73342E-08,4.42021E-07,2.55361E-06,8.66594E-06,2.14133E-05,4.30851E-05,7.53594E-05
People dying,"1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying,"1",not isolated,"Low-risk","non-vaccinated",0,1.40015E-06,2.96876E-05,0.000122754,0.000283855,0.000499589,0.000759741,0.00106085,0.00140369
People dying,"2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying,"2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People dying,"2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying,"2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People dying,"2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying,"2",not isolated,"High-risk","non-vaccinated",0,2.29865E-11,5.51841E-09,8.92383E-08,5.1554E-07,1.74954E-06,4.32306E-06,8.69831E-06,1.52141E-05
People dying,"2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying,"2",not isolated,"Low-risk","non-vaccinated",0,1.21163E-10,2.90877E-08,4.70377E-07,2.71742E-06,9.22187E-06,2.2787E-05,4.58491E-05,8.01938E-05
People dying at home,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying at home,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People dying at home,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying at home,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People dying at home,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying at home,"0",not isolated,"High-risk","non-vaccinated",0,3.65177E-11,8.75917E-09,1.4124E-07,8.10941E-07,2.72267E-06,6.61907E-06,1.30231E-05,2.2137E-05
People dying at home,"0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying at home,"0",not isolated,"Low-risk","non-vaccinated",0,2.19428E-10,5.26323E-08,8.48684E-07,4.8728E-06,1.63601E-05,3.97728E-05,7.82533E-05,0.000133017
People dying at home,"1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying at home,"1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People dying at home,"1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying at home,"1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People dying at home,"1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying at home,"1",not isolated,"High-risk","non-vaccinated",0,1.13849E-10,2.7308E-08,4.40335E-07,2.52823E-06,8.48833E-06,2.06359E-05,4.06013E-05,6.90154E-05
People dying at home,"1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying at home,"1",not isolated,"Low-risk","non-vaccinated",0,1.39975E-06,2.95901E-05,0.000121152,0.000274454,0.000467267,0.000679154,0.000898119,0.0011199
People dying at home,"2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying at home,"2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People dying at home,"2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying at home,"2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People dying at home,"2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying at home,"2",not isolated,"High-risk","non-vaccinated",0,2.29847E-11,5.51312E-09,8.88979E-08,5.10416E-07,1.71368E-06,4.16612E-06,8.19687E-06,1.39333E-05
People dying at home,"2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People dying at home,"2",not isolated,"Low-risk","non-vaccinated",0,1.21153E-10,2.90598E-08,4.68583E-07,2.69042E-06,9.03286E-06,2.19597E-05,4.32059E-05,7.34428E-05
People getting sick,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting sick,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People getting sick,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting sick,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People getting sick,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting sick,"0",not isolated,"High-risk","non-vaccinated",0,1.45478E-05,8.22307E-05,0.000196559,0.00033602,0.000484982,0.000637151,0.000793337,0.000958327
People getting sick,"0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting sick,"0",not isolated,"Low-risk","non-vaccinated",0,8.7415E-05,0.00049411,0.00118109,0.00201909,0.00291417,0.00382853,0.00476702,0.00575842
People getting sick,"1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting sick,"1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People getting sick,"1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting sick,"1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People getting sick,"1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting sick,"1",not isolated,"High-risk","non-vaccinated",0,4.53548E-05,0.000256366,0.000612801,0.00104759,0.001512,0.00198641,0.00247334,0.00298773
People getting sick,"1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting sick,"1",not isolated,"Low-risk","non-vaccinated",0.0094625,0.00957032,0.0100907,0.0110191,0.0122433,0.013697,0.0153859,0.0173684,0.0197289
People getting sick,"2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting sick,"2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People getting sick,"2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting sick,"2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People getting sick,"2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting sick,"2",not isolated,"High-risk","non-vaccinated",0,9.15654E-06,5.1757E-05,0.000123716,0.000211495,0.000305253,0.00040103,0.000499336,0.000603182
People getting sick,"2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting sick,"2",not isolated,"Low-risk","non-vaccinated",0,4.82644E-05,0.000272813,0.000652112,0.0011148,0.001609,0.00211384,0.00263201,0.00317939
People getting slight symptoms,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting slight symptoms,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People getting slight symptoms,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting slight symptoms,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People getting slight symptoms,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting slight symptoms,"0",not isolated,"High-risk","non-vaccinated",0,3.02954E-05,0.000171244,0.000409329,0.000699755,0.00100996,0.00132685,0.00165211,0.0019957
People getting slight symptoms,"0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting slight symptoms,"0",not isolated,"Low-risk","non-vaccinated",0,0.000872394,0.00493117,0.0117871,0.0201503,0.0290832,0.0382084,0.0475745,0.0574685
People getting slight symptoms,"1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting slight symptoms,"1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People getting slight symptoms,"1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting slight symptoms,"1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People getting slight symptoms,"1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting slight symptoms,"1",not isolated,"High-risk","non-vaccinated",0,9.44504E-05,0.000533877,0.00127614,0.00218159,0.00314871,0.00413666,0.00515069,0.00622188
People getting slight symptoms,"1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting slight symptoms,"1",not isolated,"Low-risk","non-vaccinated",0.0944349,0.095511,0.100704,0.109969,0.122187,0.136695,0.15355,0.173335,0.196893
People getting slight symptoms,"2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting slight symptoms,"2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People getting slight symptoms,"2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting slight symptoms,"2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People getting slight symptoms,"2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting slight symptoms,"2",not isolated,"High-risk","non-vaccinated",0,1.90683E-05,0.000107783,0.000257637,0.000440434,0.000635683,0.000835137,0.00103986,0.00125611
People getting slight symptoms,"2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People getting slight symptoms,"2",not isolated,"Low-risk","non-vaccinated",0,0.000481674,0.00272265,0.00650803,0.0111256,0.0160577,0.021096,0.0262673,0.0317301
People going to die,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People going to die,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People going to die,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People going to die,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People going to die,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People going to die,"0",not isolated,"High-risk","non-vaccinated",0,1.548E-07,3.2358E-06,1.30831E-05,2.92367E-05,4.91064E-05,7.05624E-05,9.26604E-05,0.000115448
People going to die,"0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People going to die,"0",not isolated,"Low-risk","non-vaccinated",0,9.30168E-07,1.94433E-05,7.86141E-05,0.000175678,0.000295072,0.000423997,0.00055678,0.000693708
People going to die,"1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People going to die,"1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People going to die,"1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People going to die,"1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People going to die,"1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People going to die,"1",not isolated,"High-risk","non-vaccinated",0,4.82613E-07,1.00881E-05,4.07885E-05,9.11496E-05,0.000153096,0.000219989,0.000288882,0.000359927
People going to die,"1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People going to die,"1",not isolated,"Low-risk","non-vaccinated",0,0.000801592,0.00131972,0.00146832,0.00160778,0.00178441,0.00199548,0.002242,0.0025319
People going to die,"2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People going to die,"2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People going to die,"2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People going to die,"2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
People going to die,"2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
People going to die,"2",not isolated,"High-risk","non-vaccinated",0,9.74331E-08,2.03665E-06,8.23467E-06,1.84019E-05,3.09081E-05,4.44128E-05,5.83215E-05,7.26644E-05
People going to die,"2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
People going to die,"2",not isolated,"Low-risk","non-vaccinated",0,5.13573E-07,1.07352E-05,4.34052E-05,9.6997E-05,0.000162918,0.000234101,0.000307414,0.000383016
people initial outside hospital,,,,,0
people needing hospital,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
people needing hospital,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
people needing hospital,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
people needing hospital,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
people needing hospital,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
